NCM,NCM_STR,NCM_DESCRICAO
29269025,29269025,Fenvalerato
29269026,29269026,Cialotrina (cyhalothrin)
29269029,29269029,Outros
29269030,29269030,Sais de intermediário da metadona
29269091,29269091,"Adiponitrila (1,4-dicianobutano)"
29269092,29269092,Cianidrina de acetona (acetona cianidrina)
29269093,29269093,Closantel
29269095,29269095,Clorotalonil
29269096,29269096,Cianoacrilatos de etila
29269099,29269099,Outros
29270010,29270010,Compostos diazoicos
29270021,29270021,Azodicarbonamida
29270029,29270029,Outros
29270030,29270030,Compostos azóxicos
29280011,29280011,Metiletilacetoxima
29280019,29280019,Outros
29280020,29280020,Carbidopa
29280030,29280030,2-Hidrazinoetanol
29280041,29280041,Fenilidrazina
29280042,29280042,Derivados
29280090,29280090,Outros
29291010,29291010,Di-isocianato de difenilmetano
29291021,29291021,Mistura de isômeros
29291029,29291029,Outros
29291030,29291030,"Isocianato de 3,4-diclorofenila"
29291090,29291090,Outros
29299011,29299011,De sódio
29299012,29299012,De cálcio
29299019,29299019,Outros
29299021,29299021,"Dialogenetos de N,N-dialquilfosforoamidatos, com grupos alquila de C1 a C3"
29299022,29299022,"N,N-Dialquilfosforoamidatos de dialquila, com grupos alquila de C1 a C3"
29299029,29299029,Outros
29299031,29299031,"Dicloreto de N,N-dimetilfosforoamídico"
29299039,29299039,Outros
29299040,29299040,"N,N-Dialquilfosforoamidatos de dialquila, com grupos alquila de C1 a C3"
29299050,29299050,"Fosfonamidofluoridatos de N-(1-(dialquila (de até C10, incluindo cicloalquila) amino)) alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos"
29299060,29299060,"Fosforamidofluoridatos de O-alquila (H ou de até C10, incluindo cicloalquila) N-(1-(dialquila (de até C10, incluindo cicloalquila) amino)) alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos"
29299090,29299090,Outros
29301000,29301000,"- 2-(N,N-Dimetilamino)etanotiol"
29302011,29302011,EPTC
29302012,29302012,Cartap
29302013,29302013,Tiobencarb (dietiltiocarbamato de S-4-clorobenzila)
29302019,29302019,Outros
29302021,29302021,Ziram; dimetilditiocarbamato de sódio
29302022,29302022,Dietilditiocarbamato de zinco
29302023,29302023,Dibutilditiocarbamato de zinco
29302024,29302024,Metam sódio
29302029,29302029,Outros
29303011,29303011,De tetrametiltiourama
29303012,29303012,Sulfiram
29303019,29303019,Outros
29303021,29303021,Thiram
29303022,29303022,Dissulfiram
29303029,29303029,Outros
29303090,29303090,Outros
29304010,29304010,"DL-Metionina, com um teor de cinzas sulfatadas superior a 0,1 %, em peso"
29304090,29304090,Outra
29306000,29306000,"- 2-(N,N-Dietilamino)etanotiol"
29307000,29307000,- Sulfeto de bis(2-hidroxietila) (tiodiglicol (DCI))
29308010,29308010,Aldicarb
29308020,29308020,Captafol
29308030,29308030,Metamidofós
29309011,29309011,Ácido tioglicólico e seus sais
29309012,29309012,Cisteína
29309013,29309013,"N,N-Dialquil-2-aminoetanotiol, com grupos alquila de C1 a C3, e seus sais protonados"
29309019,29309019,Outros
29309021,29309021,Tioureia
29309022,29309022,Tiofanato-Metila
29309023,29309023,4-Metil-3-tiosemicarbazida
29309029,29309029,Outros
29309031,29309031,"2-(Etiltio)etanol, com uma concentração igual ou superior a 98 %, em peso"
29309032,29309032,3-(Metiltio)propanal
29309033,29309033,Clorotioformiato de S-etila
29309034,29309034,Ácido 2-hidroxi-4-(metiltio)butanoico e seu sal cálcico
29309035,29309035,Metomil
29309036,29309036,Carbocisteína
29309037,29309037,"4-Sulfatoetilsulfonil-2,5-dimetoxianilina; 4-sulfatoetilsulfonil-2-metoxi-5-metilanilina; 4-
sulfatoetilsulfonil-2-metoxianilina"
29309039,29309039,Outros
29309041,29309041,"Fosforotioato de O,O-dietila e de S-[2-(dietilamino)etila] e seus sais alquilados ou protonados"
29309042,29309042,"Fosforotioato de O,O-dimetila e de S-[2-(1-metilcarbamoiletiltio)-etila)] (vamidotion)"
29309043,29309043,Fosforotioato de O-(4-bromo-2-clorofenila) O-etila e de S-propila (profenofós)
29309049,29309049,Outros
29309051,29309051,Forato (ISO)
29309052,29309052,Dissulfoton
29309053,29309053,Etion
29309054,29309054,Dimetoato
29309057,29309057,"Fosforoditioato de O,O-dimetila e de S-[2-(etiltio)etila] (tiometon)"
29309059,29309059,Outros
29309061,29309061,Acefato
29309069,29309069,Outros
29309071,29309071,Tiaprida
29309072,29309072,Bicalutamida
29309079,29309079,Outras
29309081,29309081,Sulfeto de 2-cloroetila e de clorometila
29309082,29309082,Sulfeto de bis(2-cloroetila)
29309083,29309083,Bis(2-cloroetiltio)metano
29309084,29309084,"1,2-Bis(2-cloroetiltio)etano"
29309085,29309085,"1,3-Bis(2-cloroetiltio)-n-propano"
29309086,29309086,"1,4-Bis(2-cloroetiltio)-n-butano"
29309087,29309087,"1,5-Bis(2-cloroetiltio)-n-pentano"
29309088,29309088,Óxido de bis(2-cloroetiltiometila)
29309089,29309089,Óxido de bis(2-cloroetiltioetila)
29309091,29309091,Captan
29309093,29309093,Metileno-bis-tiocianato
29309094,29309094,Dimetiltiofosforamida
29309095,29309095,Etilditiofosfonato de O-etila e de S-fenila (fonofós)
29309096,29309096,"Hidrogênio alquil(de C1 a C3)fosfonotioatos de [S-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos"
29309097,29309097,Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3) mas sem outros átomos de carbono
29309098,29309098,Ditiocarbonatos (xantatos e xantogenatos)
29309099,29309099,Outros
29311000,29311000,- Tetrametila de chumbo e tetraetila de chumbo
29312000,29312000,- Compostos de tributilestanho
29314100,29314100,-- Metilfosfonato de dimetila
29314200,29314200,-- Propilfosfonato de dimetila
29314300,29314300,-- Etilfosfonato de dietila
29314400,29314400,-- Ácido metilfosfônico
29314500,29314500,-- Sal do ácido metilfosfônico e de (aminoiminometil)ureia (1:1)
29314600,29314600,"-- 2,4,6-Trióxido de 2,4,6-tripropil-1,3,5,2,4,6-trioxatrifosfinano"
29314700,29314700,"-- Metilfosfonato de (5-etil-2-metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil metila"
29314800,29314800,"-- 3,9-Dióxido de 3,9-dimetil-2,4,8,10-tetraoxa-3,9-difosfaspiro[5.5]undecano"
29314911,29314911,Ácido fosfonometiliminodiacético; ácido aminotrimetilenofosfônico
29314912,29314912,"Difenilfosfonato(4,4'-bis((dimetoxifosfinil)metil)difenila)"
29314913,29314913,Etidronato dissódico
29314914,29314914,Glifosato e seu sal de monoisopropilamina
29314915,29314915,Glufosinato de amônio
29314916,29314916,Hidrogenofosfonato de bis(2-etilexilo)
29314920,29314920,"Hidrogênio alquil(de C1 a C3)fosfonitos de [O-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos"
29314931,29314931,Metilfosfinato de butila
29314932,29314932,Metilfosfonato de bis (1-metilpentila)
29314939,29314939,Outros
29314940,29314940,"N,N-Dialquil(de C1 a C3)fosforoamidocianidatos de O-alquila (de até C10, incluindo os cicloalquila)"
29314990,29314990,Outros
29315100,29315100,-- Dicloreto metilfosfônico
29315200,29315200,-- Dicloreto propilfosfônico
29315300,29315300,-- Metilfosfonotionato de O-(3-cloropropil) O-[4-nitro-3-(trifluorometil)fenila]
29315400,29315400,-- Triclorfom (ISO)
29315911,29315911,Ácido clodrônico e seu sal dissódico
29315912,29315912,Etefon
29315913,29315913,Fotemustina
29315991,29315991,"Alquil(de C1 a C3)fosfonofluoridatos de O-alquila (de até C10, incluindo os cicloalquila)"
29315992,29315992,Metilfosfonocloridato de O-isopropila
29315993,29315993,Metilfosfonocloridato de O-pinacolila
29315994,29315994,"Difluoreto de alquilfosfonila, com grupo alquila de C1 a C3"
29315995,29315995,"Fosfonamidofluoridatos de P-alquila (de até C10, incluindo cicloalquila) N-(1-(dialquila (de até C10, incluindo cicloalquila) amino)) alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos"
29315996,29315996,(Bis (dietilamina) metileno) fosfonamidofluoridato  de metila
29315998,29315998,Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3) mas sem outros átomos de carbono
29315999,29315999,Outros
29319021,29319021,Bis(trimetilsilil)ureia
29319029,29319029,Outros
29319041,29319041,Acetato de trifenilestanho
29319042,29319042,Tetraoctilestanho
29319043,29319043,Ciexatin
29319044,29319044,Hidróxido de trifenilestanho
29319045,29319045,Óxido de fembutatina
29319046,29319046,"Sais de dimetil-estanho, de dibutil-estanho e de dioctil-estanho, dos ácidos carboxílicos ou tioglicólicos e de seus ésteres"
29319049,29319049,Outros
29319051,29319051,Ácido metilarsínico e seus sais
29319052,29319052,2-Clorovinil-dicloroarsina
29319053,29319053,Bis(2-clorovinil)cloroarsina
29319054,29319054,Tris(2-clorovinil)arsina
29319059,29319059,Outros
29319061,29319061,Tricloreto de etilalumínio (sesquicloreto de etilalumínio)
29319062,29319062,Cloreto de dietilalumínio
29319069,29319069,Outros
29319090,29319090,Outros
29321100,29321100,-- Tetra-hidrofurano
29321200,29321200,-- 2-Furaldeído (furfural)
29321310,29321310,Álcool furfurílico
29321320,29321320,Álcool tetra-hidrofurfurílico
29321400,29321400,-- Sucralose
29321910,29321910,Ranitidina e seus sais
29321920,29321920,Nafronil
29321930,29321930,Nitrovin
29321940,29321940,Bioresmetrina
29321950,29321950,Diacetato de 5-nitrofurfurilideno (NFDA)
29321990,29321990,Outros
29322000,29322000,- Lactonas
29329100,29329100,-- Isosafrol
29329200,29329200,"-- 1-(1,3-Benzodioxol-5-il)propan-2-ona"
29329300,29329300,-- Piperonal
29329400,29329400,-- Safrol
29329500,29329500,-- Tetra-hidrocanabinóis (todos os isômeros)
29329600,29329600,-- Carbofurano (ISO)
29329911,29329911,Eucaliptol
29329912,29329912,Quercetina
29329913,29329913,Dinitrato de isossorbida
29329991,29329991,Cloridrato de amiodarona
29329992,29329992,"1,3,4,6,7,8-Hexaidro-4,6,6,7,8,8-hexametilciclopenta-gama-2-benzopirano"
29329993,29329993,Dibenzilideno-sorbitol
29329994,29329994,"Carbosulfan ((dibutilaminotio)metilcarbamato de 2,3-di-hidro-2,2-dimetilbenzofuran-7-ila)"
29329999,29329999,Outros
29331111,29331111,Dipirona
29331112,29331112,Magnopirol (dipirona magnésica)
29331119,29331119,Outros
29331120,29331120,"Metileno-bis(4-metilamino-1-fenil-2,3-dimetil)pirazolona"
29331190,29331190,Outros
29331911,29331911,Fenilbutazona cálcica
29331919,29331919,Outros
29331990,29331990,Outros
29332110,29332110,Iprodiona
29332121,29332121,Fenitoína e seu sal sódico
29332129,29332129,Outros
29332190,29332190,Outros
29332911,29332911,2-Metil-5-nitroimidazol
29332912,29332912,Metronidazol e seus sais
29332913,29332913,Tinidazol
29332919,29332919,Outros
29332921,29332921,Econazol e seu nitrato
29332922,29332922,Nitrato de miconazol
29332923,29332923,Cloridrato de clonidina
29332924,29332924,Nitrato de isoconazol
29332925,29332925,Clotrimazol
29332929,29332929,Outros
29332930,29332930,Cimetidina e seus sais
29332940,29332940,4-Metil-5-hidroximetilimidazol e seus sais
29332991,29332991,Imidazol
29332992,29332992,Histidina e seus sais
29332993,29332993,Ondansetron e seus sais
29332994,29332994,1-Hidroxietil-2-undecanoilimidazolina
29332995,29332995,1-Hidroxietil-2-(8-heptadecenoil)imidazolina
29332999,29332999,Outros
29333110,29333110,Piridina
29333120,29333120,Sais
29333200,29333200,-- Piperidina e seus sais
29333311,29333311,Alfentanila
29333312,29333312,Anileridina
29333319,29333319,Outros
29333321,29333321,Bezitramida
29333322,29333322,Bromazepam
29333329,29333329,Outros
29333331,29333331,Carfentanila
29333332,29333332,Cetobemidona
29333339,29333339,Outros
29333341,29333341,Difenoxilato
29333342,29333342,Cloridrato de difenoxilato
29333349,29333349,Outros
29333351,29333351,Difenoxina
29333352,29333352,Dipipanona
29333359,29333359,Outros
29333361,29333361,Fenciclidina
29333362,29333362,Fenoperidina
29333363,29333363,Fentanila
29333369,29333369,Outros
29333371,29333371,Metilfenidato
29333372,29333372,Pentazocina
29333379,29333379,Outros
29333381,29333381,Petidina
29333382,29333382,Intermediário A da petidina
29333383,29333383,Pipradrol
29333384,29333384,Cloridrato de petidina
29333389,29333389,Outros
29333391,29333391,Piritramida
29333392,29333392,Propiram
29333393,29333393,Trimeperidina
29333394,29333394,Remifentanila
29333399,29333399,Outros
29333400,29333400,-- Outras fentanilas e seus derivados
29333500,29333500,-- Quinuclidin-3-ol
29333600,29333600,-- 4-Anilino-N-fenetilpiperidina (ANPP)
29333700,29333700,-- N-Fenetil-4-piperidona (NPP)
29333912,29333912,Droperidol
29333913,29333913,Ácido niflúmico
29333914,29333914,Haloxifop (ácido (RS)-2-(4-(3-cloro-5-trifluorometil-2-piridiloxi)fenoxi)propiônico)
29333915,29333915,Haloperidol
29333919,29333919,Outros
29333921,29333921,Picloram
29333922,29333922,Clorpirifós
29333923,29333923,Malato ácido de cleboprida (malato de cleboprida)
29333924,29333924,Cloridrato de loperamida
29333925,29333925,Ácido 2-(2-metil-3-cloroanilino)nicotínico e seu sal de lisina
29333929,29333929,Outros
29333931,29333931,Terfenadina
29333932,29333932,Biperideno e seus sais
29333933,29333933,Ácido isonicotínico
29333934,29333934,"5-Etil-2,3-dicarboxipiridina (5-EPDC)"
29333935,29333935,Imazetapir (ácido (RS)-5-etil-2-(4-isopropil-4-metil-5-oxo-2-imidazolin-2-il)nicotínico)
29333936,29333936,"Dibrometo de 1-[N,N-dialquila (de até C10) -N-(n-hidroxialquil (de até C10)) amônio]-n-[N-(3-
dimetilcarbamoxi-alfa-picolinil)-N,N-dialquil (de até C10) amônio] decano (n=1-8)"
29333937,29333937,Benzilato de 3-quinuclidinila
29333939,29333939,Outros
29333941,29333941,"Dibrometo de 1-[N,N-dialquila (de até C10) -N-(n-(ciano, acetoxi) alquil (de até C10)) amônio]-n-[N-(3-dimetilcarbamoxi-alfa-picolinil)-N,N-dialquil (de até C10) amônio] decano (n=1-8)"
29333942,29333942,"Dibrometo de 1,n-bis [N-(3-dimetilcarbamoxi-alfa-picolil)-N,N-dialquila (de até C10) amônio]-alcano-(2,(n-1)-diona) (n=2-12)"
29333943,29333943,Nifedipina
29333944,29333944,Nitrendipina
29333945,29333945,Maleato de pirilamina
29333946,29333946,Omeprazol
29333948,29333948,Nimodipina
29333949,29333949,Outros
29333981,29333981,Cloridrato de benzetimida
29333982,29333982,Cloridrato de mepivacaína
29333983,29333983,Cloridrato de bupivacaína
29333984,29333984,Dicloreto de paraquate
29333989,29333989,Outros
29333991,29333991,Cloridrato de fenazopiridina
29333992,29333992,Isoniazida
29333993,29333993,3-Cianopiridina
29333994,29333994,"4,4'-Bipiridina"
29333999,29333999,Outros
29334110,29334110,Levorfanol
29334120,29334120,Sais
29334911,29334911,"Ácido 2,3-quinolinodicarboxílico"
29334912,29334912,Rosoxacina
29334913,29334913,Imazaquin
29334919,29334919,Outros
29334920,29334920,Oxaminiquina
29334930,29334930,Broxiquinolina
29334940,29334940,Ésteres do levorfanol
29334990,29334990,Outros
29335200,29335200,-- Malonilureia (ácido barbitúrico) e seus sais
29335311,29335311,Alobarbital e seus sais
29335312,29335312,Amobarbital e seus sais
29335321,29335321,Barbital e seus sais
29335322,29335322,Butalbital e seus sais
29335323,29335323,Butobarbital e seus sais
29335330,29335330,Ciclobarbital e seus sais
29335340,29335340,Fenobarbital e seus sais
29335350,29335350,Metilfenobarbital e seus sais
29335360,29335360,Pentobarbital e seus sais
29335371,29335371,Secbutabarbital e seus sais
29335372,29335372,Secobarbital e seus sais
29335380,29335380,Venilbital e seus sais
29335400,29335400,-- Outros derivados de malonilureia (ácido barbitúrico); sais destes produtos
29335510,29335510,Loprazolam e seus sais
29335520,29335520,Mecloqualona e seus sais
29335530,29335530,Metaqualona e seus sais
29335540,29335540,Zipeprol e seus sais
29335911,29335911,Oxatomida
29335912,29335912,Praziquantel
29335913,29335913,Norfloxacina e seu nicotinato
29335914,29335914,Flunarizina e seu dicloridrato
29335915,29335915,Enrofloxacina; sais de piperazina
29335916,29335916,Cloridrato de buspirona
29335919,29335919,Outros
29335921,29335921,Bromacil
29335922,29335922,Terbacil
29335923,29335923,Fluorouracil
29335929,29335929,Outros
29335931,29335931,Propiltiouracil
29335932,29335932,Diazinon
29335933,29335933,Pirazofós
29335934,29335934,Azatioprina
29335935,29335935,6-Mercaptopurina
29335939,29335939,Outros
29335941,29335941,Trimetoprima
29335942,29335942,Aciclovir
29335943,29335943,Tosilatos de dipiridamol
29335944,29335944,Nicarbazina
29335945,29335945,Bissulfito de menadiona dimetilpirimidinol
29335949,29335949,Outros
29335991,29335991,Minoxidil
29335992,29335992,2-Aminopirimidina
29335999,29335999,Outros
29336100,29336100,-- Melamina
29336911,29336911,"2,4,6-Triclorotriazina (cloreto cianúrico)"
29336912,29336912,Mercaptodiclorotriazina
29336913,29336913,Atrazina
29336914,29336914,Simazina
29336915,29336915,Cianazina
29336916,29336916,Anilazina
29336919,29336919,Outros
29336921,29336921,"N,N,N-Triidroxietilexaidrotriazina"
29336922,29336922,Hexazinona
29336923,29336923,Metribuzim
29336929,29336929,Outros
29336991,29336991,Ametrina
29336992,29336992,Metenamina e seus sais
29336999,29336999,Outros
29337100,29337100,-- 6-Hexanolactama (épsilon-caprolactama)
29337210,29337210,Clobazam
29337220,29337220,Metiprilona
29337910,29337910,Piracetam
29337990,29337990,Outras
29339111,29339111,Alprazolam
29339112,29339112,Camazepam
29339113,29339113,Clonazepam
29339114,29339114,Clorazepato
29339115,29339115,Clordiazepóxido
29339119,29339119,Outros
29339121,29339121,Delorazepam
29339122,29339122,Diazepam
29339123,29339123,Estazolam
29339129,29339129,Outros
29339131,29339131,Fludiazepam
29339132,29339132,Flunitrazepam
29339133,29339133,Flurazepam
29339134,29339134,Halazepam
29339139,29339139,Outros
29339141,29339141,Loflazepato de etila
